gene_id,molregno,selectivity,toolscore,mean_Kd,count,source,symbol
1066,77749,0.659625449761706,5.27700359809365,NA,NA,bestclass_I,CES1
6788,299120,0.654249341989304,5.23399473591443,NA,NA,bestclass_I,STK3
2159,382084,1.00553705455306,8.0442964364245,NA,NA,bestclass_I,F10
2914,1177420,0.686970558262593,5.49576446610075,NA,NA,bestclass_I,GRM4
3791,165012,0.945703798319594,7.56563038655676,NA,NA,bestclass_I,KDR
2321,165012,0.887091720655742,7.09673376524593,NA,NA,bestclass_I,FLT1
3815,205165,1.04208241655615,8.33665933244916,NA,NA,bestclass_I,KIT
5156,205165,0.871630537279616,6.97304429823693,NA,NA,bestclass_I,PDGFRA
1436,430664,0.999691035615709,7.99752828492567,NA,NA,bestclass_I,CSF1R
2324,568338,0.800424692162064,6.40339753729651,NA,NA,bestclass_I,FLT4
5159,205165,0.919811706911453,7.35849365529162,NA,NA,bestclass_I,PDGFRB
4593,371147,0.656372089114655,5.25097671291724,NA,NA,bestclass_I,MUSK
1814,94194,0.739261446285033,5.91409157028026,NA,NA,bestclass_I,DRD3
5734,632646,0.75529616867509,6.04236934940072,NA,NA,bestclass_I,PTGER4
2147,64500,0.722114053698729,5.77691242958983,NA,NA,bestclass_I,F2
2475,568342,0.810425998039279,6.48340798431423,NA,NA,bestclass_I,MTOR
4322,493539,0.876277223020296,7.01021778416237,NA,NA,bestclass_I,MMP13
1111,1560522,0.736265554906744,5.89012443925395,NA,NA,bestclass_I,CHEK1
8317,1286951,0.722706666390966,5.78165333112773,NA,NA,bestclass_I,CDC7
10013,1336035,0.704611469074493,5.63689175259595,NA,NA,bestclass_I,HDAC6
4233,698457,1.11701627778213,8.93613022225706,NA,NA,bestclass_I,MET
6714,62111,0.8499219657339,6.7993757258712,NA,NA,bestclass_I,SRC
11183,604615,0.655457876564265,5.24366301251412,NA,NA,bestclass_I,MAP4K5
3352,16396,0.736591429632022,5.89273143705617,NA,NA,bestclass_I,HTR1D
2053,565613,0.642912053675634,5.14329642940508,NA,NA,bestclass_I,EPHX2
3351,16396,0.79150695747867,6.33205565982936,NA,NA,bestclass_I,HTR1B
142,1959075,0.875980514215193,7.00784411372154,NA,NA,bestclass_I,PARP1
100,72191,0.758297755140469,6.06638204112375,NA,NA,bestclass_I,ADA
238,1173310,0.712545848624201,5.70036678899361,NA,NA,bestclass_I,ALK
6098,602271,0.653938908326019,5.23151126660815,NA,NA,bestclass_I,ROS1
5979,573133,0.984632843678163,7.87706274942531,NA,NA,bestclass_I,RET
780,88797,0.780998312905968,6.24798650324775,NA,NA,bestclass_I,DDR1
5581,469313,0.734381265370146,5.87505012296117,NA,NA,bestclass_I,PRKCE
5580,144959,0.770656834292666,6.16525467434133,NA,NA,bestclass_I,PRKCD
5583,469313,0.813937010234969,6.51149608187975,NA,NA,bestclass_I,PRKCH
5588,144959,0.767354802084443,6.13883841667554,NA,NA,bestclass_I,PRKCQ
5566,582954,0.682059949238587,5.45647959390869,NA,NA,bestclass_I,PRKACA
5578,582954,0.681139917302943,5.44911933842354,NA,NA,bestclass_I,PRKCA
1803,549980,0.848692632548954,6.78954106039163,NA,NA,bestclass_I,DPP4
640,361469,0.733286720105381,5.86629376084305,NA,NA,bestclass_I,BLK
5579,144959,0.806173871758297,6.44939097406638,NA,NA,bestclass_I,PRKCB
5292,491688,0.67945860205884,5.43566881647072,NA,NA,bestclass_I,PIM1
415116,144959,0.689066333652981,5.51253066922385,NA,NA,bestclass_I,PIM3
5138,1560594,0.789242594630676,6.31394075704541,NA,NA,bestclass_I,PDE2A
5347,490644,1.00426605070601,8.03412840564808,NA,NA,bestclass_I,PLK1
23476,490644,0.705266824698476,5.64213459758781,NA,NA,bestclass_I,BRD4
3932,107756,0.848777838838569,6.79022271070855,NA,NA,bestclass_I,LCK
5894,510783,0.931380607068498,7.45104485654798,NA,NA,bestclass_I,RAF1
2339,214404,0.718995934411448,5.75196747529158,NA,NA,bestclass_I,FNTA
2342,214404,0.728559006551994,5.82847205241595,NA,NA,bestclass_I,FNTB
10733,716337,0.798751237144513,6.3900098971561,NA,NA,bestclass_I,PLK4
1128,451337,0.629237844645762,5.0339027571661,NA,NA,bestclass_I,CHRM1
5747,630975,0.679871159886877,5.43896927909501,NA,NA,bestclass_I,PTK2
85443,367860,0.796240503391458,6.36992402713167,NA,NA,bestclass_I,DCLK3
3717,1153572,1.03051147527066,8.24409180216525,NA,NA,bestclass_I,JAK2
3718,367860,1.10048411855001,8.80387294840005,NA,NA,bestclass_I,JAK3
3716,367860,1.06384824348568,8.51078594788541,NA,NA,bestclass_I,JAK1
7297,367860,0.958171417059697,7.66537133647758,NA,NA,bestclass_I,TYK2
148,430431,0.681097912399643,5.44878329919715,NA,NA,bestclass_I,ADRA1A
9451,1430615,0.69309666886134,5.54477335089072,NA,NA,bestclass_I,EIF2AK3
10298,469313,0.721008533950387,5.7680682716031,NA,NA,bestclass_I,PAK4
208,469313,0.853267273155729,6.82613818524583,NA,NA,bestclass_I,AKT2
10000,469313,0.795756880703727,6.36605504562982,NA,NA,bestclass_I,AKT3
57144,469313,0.784519283193516,6.27615426554813,NA,NA,bestclass_I,PAK5
56924,469313,0.73136874434035,5.8509499547228,NA,NA,bestclass_I,PAK6
5613,469313,0.762607917653162,6.1008633412253,NA,NA,bestclass_I,PRKX
207,469313,0.979986542279762,7.8398923382381,NA,NA,bestclass_I,AKT1
1024,285177,0.686248539021256,5.48998831217005,NA,NA,bestclass_I,CDK8
7075,568339,0.70001586210952,5.60012689687616,NA,NA,bestclass_I,TIE1
3480,495436,0.822505061540148,6.58004049232118,NA,NA,bestclass_I,IGF1R
10280,127758,0.755459571676955,6.04367657341564,NA,NA,bestclass_I,SIGMAR1
9263,13048,0.641409567753273,5.13127654202618,NA,NA,bestclass_I,STK17A
5599,349538,0.761828837078616,6.09463069662893,NA,NA,bestclass_I,MAPK8
3350,714071,0.72422366320271,5.79378930562168,NA,NA,bestclass_I,HTR1A
5753,1625919,0.768314856348606,6.14651885078885,NA,NA,bestclass_I,PTK6
8654,562047,0.854942173655603,6.83953738924482,NA,NA,bestclass_I,PDE5A
4914,1948508,0.729710910073555,5.83768728058844,NA,NA,bestclass_I,NTRK1
1901,1823688,0.633447770239454,5.06758216191563,NA,NA,bestclass_I,S1PR1
3065,436432,0.67719671556226,5.41757372449808,NA,NA,bestclass_I,HDAC1
6768,7289,0.806397053112998,6.45117642490398,NA,NA,bestclass_I,ST14
771,1148,0.709229127124685,5.67383301699748,NA,NA,bestclass_I,CA12
1326,388445,0.734166953834775,5.8733356306782,NA,NA,bestclass_I,MAP3K8
4067,361469,0.679548780412524,5.43639024330019,NA,NA,bestclass_I,LYN
673,510783,1.20589884608068,9.64719076864545,NA,NA,bestclass_I,BRAF
3897,192589,0.645362252727337,5.16289802181869,NA,NA,bestclass_I,L1CAM
7412,192589,0.645362252727337,5.16289802181869,NA,NA,bestclass_I,VCAM1
6401,192589,0.675170947355145,5.40136757884116,NA,NA,bestclass_I,SELE
3383,192589,0.703142666026182,5.62514132820946,NA,NA,bestclass_I,ICAM1
151,74566,0.633180931015006,5.06544744812005,NA,NA,bestclass_I,ADRA2B
150,74566,0.642628255831844,5.14102604665475,NA,NA,bestclass_I,ADRA2A
5293,470511,0.964322396887062,7.7145791750965,NA,NA,bestclass_I,PIK3CD
5287,568342,0.745403043666645,5.96322434933316,NA,NA,bestclass_I,PIK3C2B
5591,568342,0.799829892590743,6.39863914072594,NA,NA,bestclass_I,PRKDC
5291,568342,0.833509645405308,6.66807716324246,NA,NA,bestclass_I,PIK3CB
2261,1178704,0.78542805017917,6.28342440143336,NA,NA,bestclass_I,FGFR3
2260,343041,0.755220393540088,6.0417631483207,NA,NA,bestclass_I,FGFR1
2312,343041,0.755220393540088,6.0417631483207,NA,NA,bestclass_I,FLG
2263,1178704,0.738627930626386,5.90902344501109,NA,NA,bestclass_I,FGFR2
2444,361469,0.712364058188275,5.6989124655062,NA,NA,bestclass_I,FRK
5601,167995,0.819774388614854,6.55819510891884,NA,NA,bestclass_I,MAPK9
152,62817,0.630794768061709,5.04635814449367,NA,NA,bestclass_I,ADRA2C
1513,326884,0.703989848913916,5.63191879131133,NA,NA,bestclass_I,CTSK
3291,387585,0.672629271994824,5.38103417595859,NA,NA,bestclass_I,HSD11B2
775,419596,0.831319421477959,6.65055537182368,NA,NA,bestclass_I,CACNA1C
3249,7289,0.64109495839632,5.12875966717056,NA,NA,bestclass_I,HPN
4318,37812,0.685354904884875,5.482839239079,NA,NA,bestclass_I,MMP9
3685,140748,0.719319837982314,5.75455870385851,NA,NA,bestclass_I,ITGAV
4321,493537,0.641158341791609,5.12926673433287,NA,NA,bestclass_I,MMP12
10846,1274904,0.683983919539533,5.47187135631626,NA,NA,bestclass_I,PDE10A
4921,426660,0.85644147713164,6.85153181705312,NA,NA,bestclass_I,DDR2
7086,426660,0.85644147713164,6.85153181705312,NA,NA,bestclass_I,TKT
613,88797,0.799094386410855,6.39275509128684,NA,NA,bestclass_I,BCR
27,361469,0.744403527008541,5.95522821606833,NA,NA,bestclass_I,ABL2
147746,276734,0.705193046679281,5.64154437343424,NA,NA,bestclass_I,HIPK4
4314,420204,0.668412030948871,5.34729624759097,NA,NA,bestclass_I,MMP3
6754,1799495,0.628865770114071,5.03092616091257,NA,NA,bestclass_I,SSTR4
10800,21523,0.841280213371962,6.73024170697569,NA,NA,bestclass_I,CYSLTR1
57105,21523,0.825491334395248,6.60393067516199,NA,NA,bestclass_I,CYSLTR2
6753,1948402,0.738085573314257,5.90468458651406,NA,NA,bestclass_I,SSTR3
9261,378650,0.634452021777506,5.07561617422005,NA,NA,bestclass_I,MAPKAPK2
7046,273,0.809120251303398,6.47296201042719,NA,NA,bestclass_I,TGFBR1
1510,578848,0.781060412845673,6.24848330276539,NA,NA,bestclass_I,CTSE
11255,299508,0.871684375182785,6.97347500146228,NA,NA,bestclass_I,HRH3
2847,1344120,0.741296741866222,5.93037393492978,NA,NA,bestclass_I,MCHR1
5604,1037712,0.895395169302617,7.16316135442093,NA,NA,bestclass_I,MAP2K1
1815,2246,0.766165987445747,6.12932789956598,NA,NA,bestclass_I,DRD4
1232,421450,0.657277634515404,5.25822107612324,NA,NA,bestclass_I,CCR3
766,366279,0.661307695305381,5.29046156244305,NA,NA,bestclass_I,CA7
9475,1289996,1.3169270995457,10.5354167963656,NA,NA,bestclass_I,ROCK2
983,359178,0.772090009643665,6.17672007714932,NA,NA,bestclass_I,CDK1
695,361469,0.666144311750352,5.32915449400282,NA,NA,bestclass_I,BTK
2050,361469,0.719098677374281,5.75278941899425,NA,NA,bestclass_I,EPHB4
2044,361469,0.726062515471006,5.80850012376804,NA,NA,bestclass_I,EPHA5
2534,361469,0.700707772361081,5.60566217888865,NA,NA,bestclass_I,FYN
2048,361469,0.708963711688651,5.67170969350921,NA,NA,bestclass_I,EPHB2
2047,361469,0.692617791572322,5.54094233257857,NA,NA,bestclass_I,EPHB1
3055,361469,0.734241335101252,5.87393068081001,NA,NA,bestclass_I,HCK
1969,361469,0.671737376850218,5.37389901480174,NA,NA,bestclass_I,EPHA2
7294,361469,0.652474471679076,5.21979577343261,NA,NA,bestclass_I,TXK
660,361469,0.630408330344265,5.04326664275412,NA,NA,bestclass_I,BMX
2043,361469,0.638577610172731,5.10862088138185,NA,NA,bestclass_I,EPHA4
7525,361469,0.760450477781052,6.08360382224842,NA,NA,bestclass_I,YES1
2042,361469,0.773974681194467,6.19179744955574,NA,NA,bestclass_I,EPHA3
2268,361469,0.686667180174189,5.49333744139351,NA,NA,bestclass_I,FGR
1445,361469,0.648458777748879,5.18767022199103,NA,NA,bestclass_I,CSK
2046,361469,0.726062515471006,5.80850012376804,NA,NA,bestclass_I,EPHA8
3795,1334936,0.89635485017901,7.17083880143208,NA,NA,bestclass_I,KHK
7301,1511349,0.635252859672437,5.08202287737949,NA,NA,bestclass_I,TYRO3
904,14366,0.673999793760361,5.39199835008289,NA,NA,bestclass_I,CCNT1
891,14366,0.676099466948603,5.40879573558882,NA,NA,bestclass_I,CCNB1
3676,258636,0.73289076193899,5.86312609551192,NA,NA,bestclass_I,ITGA4
595,319858,0.631608300580203,5.05286640464162,NA,NA,bestclass_I,CCND1
3643,495436,0.857869804547195,6.86295843637756,NA,NA,bestclass_I,INSR
9262,428508,0.706194342679208,5.64955474143367,NA,NA,bestclass_I,STK17B
5163,1140766,0.629234556497986,5.03387645198389,NA,NA,bestclass_I,PDK1
5170,1140766,0.629234556497986,5.03387645198389,NA,NA,bestclass_I,PDPK1
51056,40702,0.693153267927787,5.5452261434223,NA,NA,bestclass_I,LAP3
5592,1311545,0.725731431393389,5.80585145114711,NA,NA,bestclass_I,PRKG1
5593,1311545,0.680302301211778,5.44241840969422,NA,NA,bestclass_I,PRKG2
9252,1311545,0.625620880342364,5.00496704273891,NA,NA,bestclass_I,RPS6KA5
6093,1311545,0.653248648940934,5.22598919152748,NA,NA,bestclass_I,ROCK1
5729,347722,0.727154595448079,5.81723676358463,NA,NA,bestclass_I,PTGDR
7150,465140,0.670787300724192,5.36629840579354,NA,NA,bestclass_I,TOP1
1859,1286951,0.653514716780039,5.22811773424031,NA,NA,bestclass_I,DYRK1A
9149,1286951,0.665921230937334,5.32736984749867,NA,NA,bestclass_I,DYRK1B
57396,1286951,0.665921230937334,5.32736984749867,NA,NA,bestclass_I,CLK4
8658,651088,0.627727249141959,5.02181799313567,NA,NA,bestclass_I,TNKS
80351,651088,0.659898877908824,5.27919102327059,NA,NA,bestclass_I,TNKS2
5972,1783608,0.842378192501987,6.7390255400159,NA,NA,bestclass_I,REN
7010,167995,0.634328241959574,5.07462593567659,NA,NA,bestclass_I,TEK
3551,600132,0.953350672240524,7.62680537792419,NA,NA,bestclass_I,IKBKB
4915,430664,0.766822497828629,6.13457998262903,NA,NA,bestclass_I,NTRK2
2160,1946809,0.893080908321403,7.14464726657123,NA,NA,bestclass_I,F11
440275,568340,0.658828230806413,5.2706258464513,NA,NA,bestclass_I,EIF2AK4
11113,568340,0.634278622389211,5.07422897911368,NA,NA,bestclass_I,CIT
3362,1278902,0.63488468850335,5.0790775080268,NA,NA,bestclass_I,HTR6
2166,1563326,0.71050035833974,5.68400286671792,NA,NA,bestclass_I,FAAH
3356,244233,0.670521622628339,5.36417298102671,NA,NA,bestclass_I,HTR2A
1432,193962,1.03636110278811,8.29088882230491,NA,NA,bestclass_II,MAPK14
8767,33576,0.652729695901325,5.2218375672106,NA,NA,bestclass_II,RIPK2
2580,604615,0.686910752299724,5.49528601839779,NA,NA,bestclass_II,GAK
5600,109498,0.796246536737139,6.36997229389711,NA,NA,bestclass_II,MAPK11
5603,193962,0.737085978174627,5.89668782539702,NA,NA,bestclass_II,MAPK13
6300,167995,0.765762212244372,6.12609769795498,NA,NA,bestclass_II,MAPK12
5602,250,0.670728922260499,5.36583137808399,NA,NA,bestclass_II,MAPK10
2064,299120,0.853168133458713,6.82534506766971,NA,NA,bestclass_II,ERBB2
1956,1439146,0.773250351902404,6.18600281521923,NA,NA,bestclass_II,EGFR
25,359195,0.900617605931288,7.20494084745031,NA,NA,bestclass_II,ABL1
6532,458469,0.709080490051527,5.67264392041222,NA,NA,bestclass_II,SLC6A4
6793,568340,0.65402004107252,5.23216032858016,NA,NA,bestclass_II,STK10
2322,371147,0.980857034683686,7.84685627746949,NA,NA,bestclass_II,FLT3
6790,428508,0.926490149949921,7.41192119959937,NA,NA,bestclass_II,AURKA
202,436277,0.781954890446838,6.2556391235747,NA,NA,bestclass_II,AIM1
9212,436277,0.781954890446838,6.2556391235747,NA,NA,bestclass_II,AURKB
6795,436277,0.740700450489105,5.92560360391284,NA,NA,bestclass_II,AURKC
3702,514407,0.68210301292997,5.45682410343976,NA,NA,bestclass_II,ITK
6868,1142932,0.700078527811644,5.60062822249315,NA,NA,bestclass_II,ADAM17
1017,14221,0.7644384360636,6.1155074885088,NA,NA,bestclass_II,CDK2
2932,78560,0.691757580522762,5.5340606441821,NA,NA,bestclass_II,GSK3B
1025,14366,0.747301988509029,5.97841590807223,NA,NA,bestclass_II,CDK9
1019,511261,0.809920136879009,6.47936109503207,NA,NA,bestclass_II,CDK4
2931,220184,0.636529403534578,5.09223522827663,NA,NA,bestclass_II,GSK3A
5294,1445393,0.764377196933335,6.11501757546668,NA,NA,bestclass_II,PIK3CG
2159,344119,0.896183170393761,7.16946536315009,NA,NA,bestclass_II,F10
3791,276734,0.915586032621237,7.3246882609699,NA,NA,bestclass_II,KDR
2321,568338,0.80632265575217,6.45058124601736,NA,NA,bestclass_II,FLT1
3815,568338,1.0420099817817,8.33607985425361,NA,NA,bestclass_II,KIT
5156,24798,0.79469073200032,6.35752585600256,NA,NA,bestclass_II,PDGFRA
1436,573133,0.849891964882069,6.79913571905656,NA,NA,bestclass_II,CSF1R
2324,438153,0.730721640776019,5.84577312620815,NA,NA,bestclass_II,FLT4
5159,24798,0.79469073200032,6.35752585600256,NA,NA,bestclass_II,PDGFRB
2147,408987,0.68343298878451,5.46746391027608,NA,NA,bestclass_II,F2
2475,705446,0.630269670352669,5.04215736282135,NA,NA,bestclass_II,MTOR
4322,1275168,0.637710498584115,5.10168398867292,NA,NA,bestclass_II,MMP13
1111,370916,0.71419662639551,5.71357301116408,NA,NA,bestclass_II,CHEK1
8317,1283942,0.693641776884277,5.54913421507422,NA,NA,bestclass_II,CDC7
10013,239841,0.62672296228476,5.01378369827808,NA,NA,bestclass_II,HDAC6
4233,602271,0.927498030705475,7.4199842456438,NA,NA,bestclass_II,MET
3352,265025,0.733029419343835,5.86423535475068,NA,NA,bestclass_II,HTR1D
142,651088,0.792620971793366,6.34096777434693,NA,NA,bestclass_II,PARP1
238,602271,0.705820497953561,5.64656398362849,NA,NA,bestclass_II,ALK
5979,568338,0.781819477722337,6.25455582177869,NA,NA,bestclass_II,RET
780,276734,0.759483181141996,6.07586544913597,NA,NA,bestclass_II,DDR1
5581,144959,0.710171579432072,5.68137263545658,NA,NA,bestclass_II,PRKCE
5580,469313,0.683991258588476,5.47193006870781,NA,NA,bestclass_II,PRKCD
5583,582954,0.627917593383725,5.0233407470698,NA,NA,bestclass_II,PRKCH
5588,469313,0.762926998616684,6.10341598893347,NA,NA,bestclass_II,PRKCQ
1803,1378032,0.803410276187726,6.42728220950181,NA,NA,bestclass_II,DPP4
640,41764,0.626048518420974,5.00838814736779,NA,NA,bestclass_II,BLK
5292,144959,0.676140448102025,5.4091235848162,NA,NA,bestclass_II,PIM1
5347,475734,0.664045691945723,5.31236553556579,NA,NA,bestclass_II,PLK1
3932,361469,0.775164078975946,6.20131263180757,NA,NA,bestclass_II,LCK
5894,276734,0.928739845388193,7.42991876310555,NA,NA,bestclass_II,RAF1
3717,367860,1.02827506767746,8.22620054141966,NA,NA,bestclass_II,JAK2
3718,1153572,0.772153635561185,6.17722908448948,NA,NA,bestclass_II,JAK3
3716,1153572,0.937268647968431,7.49814918374745,NA,NA,bestclass_II,JAK1
7297,1153572,0.92272672204754,7.38181377638032,NA,NA,bestclass_II,TYK2
207,350635,0.660289326007745,5.28231460806196,NA,NA,bestclass_II,AKT1
1024,568339,0.636019698438111,5.08815758750489,NA,NA,bestclass_II,CDK8
7075,167995,0.667879964299866,5.34303971439892,NA,NA,bestclass_II,TIE1
5599,353635,0.706135305836998,5.64908244669599,NA,NA,bestclass_II,MAPK8
3350,197859,0.667450425488361,5.33960340390689,NA,NA,bestclass_II,HTR1A
8654,44920,0.731221467305128,5.84977173844103,NA,NA,bestclass_II,PDE5A
3065,1180204,0.672336824916952,5.37869459933562,NA,NA,bestclass_II,HDAC1
6768,351768,0.676852282304955,5.41481825843964,NA,NA,bestclass_II,ST14
4067,1293875,0.656057228920169,5.24845783136135,NA,NA,bestclass_II,LYN
673,568340,0.867227226353459,6.93781781082767,NA,NA,bestclass_II,BRAF
5293,700989,0.715984062852056,5.72787250281645,NA,NA,bestclass_II,PIK3CD
2260,1178704,0.743903129728002,5.95122503782402,NA,NA,bestclass_II,FGFR1
2312,1178704,0.743903129728002,5.95122503782402,NA,NA,bestclass_II,FLG
2444,568338,0.634713082708637,5.0777046616691,NA,NA,bestclass_II,FRK
5601,349538,0.696449229078343,5.57159383262674,NA,NA,bestclass_II,MAPK9
10846,1360818,0.677106372346747,5.41685097877398,NA,NA,bestclass_II,PDE10A
4921,167995,0.677492055856694,5.41993644685355,NA,NA,bestclass_II,DDR2
7086,167995,0.677492055856694,5.41993644685355,NA,NA,bestclass_II,TKT
11255,1343943,0.698140837846162,5.5851267027693,NA,NA,bestclass_II,HRH3
766,1096,0.638625643999583,5.10900515199666,NA,NA,bestclass_II,CA7
983,14366,0.733508645438515,5.86806916350812,NA,NA,bestclass_II,CDK1
1859,322,0.626935763010934,5.01548610408747,NA,NA,bestclass_II,DYRK1A
28996,1303951,0.529528514126406,4.23622811301125,NA,NA,secondclass_I,HIPK2
1196,1303951,0.490683488775207,3.92546791020166,NA,NA,secondclass_I,CLK2
3061,758349,0.53547859630467,4.28382877043736,NA,NA,secondclass_I,HCRTR1
11200,13048,0.507818589454435,4.06254871563548,NA,NA,secondclass_I,CHEK2
1021,359178,0.624562412723806,4.99649930179044,NA,NA,secondclass_I,CDK6
240,275665,0.432349306957291,3.45879445565833,NA,NA,secondclass_I,ALOX5
57704,613997,0.602806285596033,4.82245028476826,NA,NA,secondclass_I,GBA2
2558,80527,0.5826220277827,4.6609762222616,NA,NA,secondclass_I,GABRA5
4988,338326,0.572230419704559,4.57784335763647,NA,NA,secondclass_I,OPRM1
4986,187956,0.526199302581579,4.20959442065263,NA,NA,secondclass_I,OPRK1
836,2006291,0.495954405416718,3.96763524333375,NA,NA,secondclass_I,CASP3
5153,1956459,0.554383710770457,4.43506968616366,NA,NA,secondclass_I,PDE1B
4486,692959,0.496560282438107,3.97248225950485,NA,NA,secondclass_I,MST1R
81788,373381,0.563822723731065,4.51058178984852,NA,NA,secondclass_I,NUAK2
5586,608601,0.561128699901116,4.48902959920893,NA,NA,secondclass_I,PKN2
5261,373381,0.576182509210217,4.60946007368174,NA,NA,secondclass_I,PHKG2
23632,36440,0.463808760681015,3.71047008544812,NA,NA,secondclass_I,CA14
11238,36440,0.486222153629031,3.88977722903225,NA,NA,secondclass_I,CA5B
1263,475734,0.59323525953726,4.74588207629808,NA,NA,secondclass_I,PLK3
4313,263283,0.607113676994065,4.85690941595252,NA,NA,secondclass_I,MMP2
9536,1514934,0.528071172235291,4.22456937788233,NA,NA,secondclass_I,PTGES
4916,1310999,0.577090528995009,4.61672423196007,NA,NA,secondclass_I,NTRK3
3758,1961516,0.606224005163466,4.84979204130773,NA,NA,secondclass_I,KCNJ1
759,1523056,0.558909854864711,4.47127883891769,NA,NA,secondclass_I,CA1
760,13329,0.55095280506715,4.4076224405372,NA,NA,secondclass_I,CA2
5733,367567,0.617723025629993,4.94178420503995,NA,NA,secondclass_I,PTGER3
1131,343850,0.603918563379792,4.83134850703834,NA,NA,secondclass_I,CHRM3
4128,322,0.595074609105889,4.76059687284711,NA,NA,secondclass_I,MAOA
1195,322,0.568983070553829,4.55186456443063,NA,NA,secondclass_I,CLK1
1813,155006,0.533885485135795,4.27108388108636,NA,NA,secondclass_I,DRD2
7786,1827138,0.478856161933099,3.83084929546479,NA,NA,secondclass_I,MAP3K12
6531,685910,0.529786460372384,4.23829168297907,NA,NA,secondclass_I,SLC6A3
5568,327952,0.620355469435601,4.96284375548481,NA,NA,secondclass_I,PRKACG
55775,148,0.566570968425904,4.53256774740724,NA,NA,secondclass_I,TDP1
1514,556955,0.503254114580613,4.0260329166449,NA,NA,secondclass_I,CTSL
285220,33576,0.526067937146229,4.20854349716983,NA,NA,secondclass_I,EPHA6
3326,317497,0.44714232562914,3.57713860503312,NA,NA,secondclass_I,HSP90AB1
50488,494834,0.572991877180051,4.58393501744041,NA,NA,secondclass_I,MINK1
8798,1286951,0.525615030648854,4.20492024519083,NA,NA,secondclass_I,DYRK4
8444,1286951,0.525615030648854,4.20492024519083,NA,NA,secondclass_I,DYRK3
1456,1286951,0.525615030648854,4.20492024519083,NA,NA,secondclass_I,CSNK1G3
9641,369152,0.57281515473812,4.58252123790496,NA,NA,secondclass_I,IKBKE
84456,1581487,0.60632609210719,4.85060873685752,NA,NA,secondclass_I,L3MBTL3
3363,2214,0.568621303797605,4.54897043038084,NA,NA,secondclass_I,HTR7
3688,120495,0.508800325818774,4.07040260655019,NA,NA,secondclass_I,ITGB1
9448,167995,0.55823651560712,4.46589212485696,NA,NA,secondclass_I,MAP4K4
1020,317507,0.613504653379592,4.90803722703673,NA,NA,secondclass_I,CDK5
896,319806,0.592348576470055,4.73878861176044,NA,NA,secondclass_I,CCND3
85417,14366,0.617435688398195,4.93948550718556,NA,NA,secondclass_I,CCNB3
